,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
9837,D32129,2019-05-24,S15466,北区,山西,临汾市,X019,223,210.0,46830.0,2019,5,护肤品,眼霜
9838,D23964,2019-01-14,S14543,北区,河北,沧州市,X088,1240,125.0,155000.0,2019,1,彩妆,粉底
9839,D24945,2019-04-10,S20946,东区,湖北,武汉市,X026,849,101.0,85749.0,2019,4,护肤品,面霜
9840,D25596,2019-05-01,S22773,东区,江苏,苏州市,X100,1412,80.0,112960.0,2019,5,彩妆,眼影
9841,D29669,2019-01-09,S20333,东区,江苏,盐城市,X071,1167,253.0,295251.0,2019,1,护肤品,防晒霜
9842,D31759,2019-03-30,S17812,北区,山西,长治市,X108,733,223.0,163459.0,2019,3,彩妆,睫毛膏
9843,D22987,2019-07-26,S10580,东区,安徽,宿州市,X078,238,116.0,27608.0,2019,7,彩妆,口红
9844,D27593,2019-07-09,S17515,西区,陕西,西安市,X044,204,174.0,35496.0,2019,7,护肤品,洁面乳
9845,D23259,2019-08-26,S11971,东区,江苏,常州市,X064,531,150.0,79650.0,2019,8,护肤品,隔离霜
9846,D22133,2019-08-22,S20068,西区,四川,达州市,X009,976,92.0,89792.0,2019,8,护肤品,面膜
9847,D29836,2019-09-09,S10397,东区,江苏,常州市,X041,364,212.0,77168.0,2019,9,护肤品,洁面乳
9848,D24053,2019-08-05,S12592,东区,浙江,杭州市,X080,1271,72.0,91512.0,2019,8,彩妆,口红
9849,D22611,2019-05-20,S17729,东区,上海,上海市,X051,332,203.0,67396.0,2019,5,护肤品,爽肤水
9850,D29239,2019-06-25,S10135,北区,河北,唐山市,X017,108,213.0,23004.0,2019,6,护肤品,眼霜
9851,D21438,2019-03-27,S19023,北区,河北,石家庄市,X072,12,62.0,744.0,2019,3,护肤品,防晒霜
9852,D28206,2019-01-10,S13568,东区,江苏,扬州市,X035,1636,76.0,124336.0,2019,1,护肤品,面霜
9853,D30027,2019-04-11,S10438,东区,江苏,苏州市,X089,441,104.0,45864.0,2019,4,彩妆,粉底
9854,D28262,2019-07-11,S21374,南区,广西,柳州市,X091,1468,214.0,314152.0,2019,7,彩妆,粉底
9855,D32807,2019-06-08,S16915,北区,河北,廊坊市,X064,688,150.0,103200.0,2019,6,护肤品,隔离霜
9856,D30095,2019-06-10,S14742,南区,广东,广州市,X085,1067,233.0,248611.0,2019,6,彩妆,口红
9857,D29553,2019-09-22,S16292,北区,山西,运城市,X024,462,235.0,108570.0,2019,9,护肤品,眼霜
9858,D22864,2019-07-30,S16130,东区,江苏,南通市,X079,1071,128.0,137088.0,2019,7,彩妆,口红
9859,D31694,2019-04-07,S14838,东区,上海,上海市,X061,1451,203.0,294553.0,2019,4,护肤品,隔离霜
9860,D25799,2019-08-10,S15026,南区,广东,深圳市,X039,867,108.0,93636.0,2019,8,护肤品,面霜
9861,D30192,2019-05-03,S10355,南区,江西,赣州市,X026,841,101.0,84941.0,2019,5,护肤品,面霜
9862,D26636,2019-07-23,S23249,北区,山东,烟台市,X025,386,102.0,39372.0,2019,7,护肤品,眼霜
9863,D30459,2019-08-05,S14783,东区,江苏,苏州市,X059,1235,56.0,69160.0,2019,8,护肤品,隔离霜
9864,D24313,2019-05-17,S11100,南区,江西,宜春市,X048,801,61.0,48861.0,2019,5,护肤品,爽肤水
9865,D24272,2019-09-19,S13716,东区,江苏,淮安市,X119,880,128.0,112640.0,2019,9,彩妆,蜜粉
9866,D34032,2019-07-16,S12455,南区,广西,百色市,X049,533,226.0,120458.0,2019,7,护肤品,爽肤水
9867,D24730,2019-07-06,S15466,北区,山西,临汾市,X075,812,126.0,102312.0,2019,7,护肤品,防晒霜
9868,D29115,2019-08-18,S18701,北区,山东,淄博市,X057,1412,245.0,345940.0,2019,8,护肤品,爽肤水
9869,D28420,2019-05-26,S20547,北区,山西,运城市,X034,1406,182.0,255892.0,2019,5,护肤品,面霜
9870,D25748,2019-06-28,S17095,东区,江苏,南通市,X107,793,182.0,144326.0,2019,6,彩妆,睫毛膏
9871,D30798,2019-07-12,S20800,北区,山西,太原市,X046,1203,241.0,289923.0,2019,7,护肤品,洁面乳
9872,D26069,2019-03-22,S22743,东区,浙江,温州市,X027,1901,164.0,311764.0,2019,3,护肤品,面霜
9873,D29215,2019-02-05,S20038,东区,江苏,常州市,X054,888,83.0,73704.0,2019,2,护肤品,爽肤水
9874,D24746,2019-05-10,S20045,南区,广东,深圳市,X009,2012,92.0,185104.0,2019,5,护肤品,面膜
9875,D31040,2019-06-06,S10961,南区,广东,深圳市,X116,195,147.0,28665.0,2019,6,彩妆,蜜粉
9876,D30297,2019-05-02,S22126,东区,江苏,无锡市,X015,607,151.0,91657.0,2019,5,护肤品,面膜
9877,D29901,2019-05-15,S17936,西区,陕西,宝鸡市,X005,973,185.0,180005.0,2019,5,护肤品,面膜
9878,D26784,2019-03-12,S17329,南区,湖南,益阳市,X036,1040,99.0,102960.0,2019,3,护肤品,面霜
9879,D27756,2019-05-13,S17675,东区,江苏,苏州市,X049,543,226.0,122718.0,2019,5,护肤品,爽肤水
9880,D30532,2019-09-25,S18819,西区,重庆,重庆市,X038,174,102.0,17748.0,2019,9,护肤品,面霜
9881,D21340,2019-06-05,S17322,东区,江苏,苏州市,X026,470,101.0,47470.0,2019,6,护肤品,面霜
9882,D33786,2019-05-17,S11423,东区,江苏,苏州市,X046,919,241.0,221479.0,2019,5,护肤品,洁面乳
9883,D22165,2019-02-16,S15501,东区,安徽,亳州市,X051,1820,203.0,369460.0,2019,2,护肤品,爽肤水
9884,D31687,2019-07-22,S16149,东区,浙江,温州市,X045,749,205.0,153545.0,2019,7,护肤品,洁面乳
9885,D30232,2019-03-19,S23313,西区,四川,南充市,X060,1747,102.0,178194.0,2019,3,护肤品,隔离霜
9886,D32808,2019-06-12,S20047,东区,江苏,苏州市,X089,948,104.0,98592.0,2019,6,彩妆,粉底
9887,D32462,2019-01-22,S16149,东区,浙江,温州市,X012,1079,252.0,271908.0,2019,1,护肤品,面膜
9888,D24205,2019-03-09,S16856,南区,广东,梅州市,X056,1073,233.0,250009.0,2019,3,护肤品,爽肤水
9889,D30622,2019-07-31,S20229,南区,广东,深圳市,X047,135,192.0,25920.0,2019,7,护肤品,爽肤水
9890,D28231,2019-09-14,S15361,南区,福建,泉州市,X085,864,233.0,201312.0,2019,9,彩妆,口红
9891,D25836,2019-04-21,S17565,西区,陕西,渭南市,X053,1454,104.0,151216.0,2019,4,护肤品,爽肤水
9892,D21888,2019-04-15,S20955,南区,广东,云浮市,X003,744,168.0,124992.0,2019,4,护肤品,面膜
9893,D34391,2019-06-25,S11296,南区,福建,泉州市,X044,869,174.0,151206.0,2019,6,护肤品,洁面乳
9894,D30591,2019-09-28,S20614,南区,广西,来宾市,X018,364,212.0,77168.0,2019,9,护肤品,眼霜
9895,D28355,2019-02-20,S15320,南区,湖南,永州市,X015,868,151.0,131068.0,2019,2,护肤品,面膜
9896,D27475,2019-03-19,S20891,东区,浙江,台州市,X071,1262,253.0,319286.0,2019,3,护肤品,防晒霜
9897,D27298,2019-05-23,S12266,南区,广东,韶关市,X068,505,225.0,113625.0,2019,5,护肤品,防晒霜
9898,D28754,2019-09-09,S18810,北区,黑龙江,齐齐哈尔市,X029,16,154.0,2464.0,2019,9,护肤品,面霜
9899,D21613,2019-09-07,S11955,西区,四川,自贡市,X110,216,204.0,44064.0,2019,9,彩妆,睫毛膏
9900,D22864,2019-07-30,S16130,东区,江苏,南通市,X027,1093,164.0,179252.0,2019,7,护肤品,面霜
9901,D23029,2019-08-14,S18495,北区,山东,青岛市,X067,1411,212.0,299132.0,2019,8,护肤品,隔离霜
9902,D25401,2019-07-05,S10976,南区,湖南,长沙市,X023,734,235.0,172490.0,2019,7,护肤品,眼霜
9903,D29933,2019-07-01,S16292,北区,山西,运城市,X010,1696,58.0,98368.0,2019,7,护肤品,面膜
9904,D31744,2019-08-08,S10859,东区,江苏,南通市,X018,16,212.0,3392.0,2019,8,护肤品,眼霜
9905,D21175,2019-09-26,S18621,北区,山东,滨州市,X078,880,116.0,102080.0,2019,9,彩妆,口红
9906,D23451,2019-06-13,S17406,东区,江苏,苏州市,X088,1232,125.0,154000.0,2019,6,彩妆,粉底
9907,D25309,2019-06-06,S19167,南区,江西,宜春市,X027,1175,164.0,192700.0,2019,6,护肤品,面霜
9908,D26593,2019-03-25,S18819,西区,重庆,重庆市,X024,118,235.0,27730.0,2019,3,护肤品,眼霜
9909,D24935,2019-03-14,S14052,北区,河南,信阳市,X089,694,104.0,72176.0,2019,3,彩妆,粉底
9910,D23871,2019-06-05,S18702,南区,广东,珠海市,X010,961,58.0,55738.0,2019,6,护肤品,面膜
9911,D32057,2019-07-05,S12236,北区,山东,枣庄市,X062,852,239.0,203628.0,2019,7,护肤品,隔离霜
9912,D29661,2019-08-04,S14258,东区,安徽,蚌埠市,X041,27,212.0,5724.0,2019,8,护肤品,洁面乳
9913,D22076,2019-05-17,S22391,东区,浙江,台州市,X040,840,142.0,119280.0,2019,5,护肤品,面霜
9914,D32203,2019-05-20,S20417,东区,湖北,襄阳市,X070,324,242.0,78408.0,2019,5,护肤品,防晒霜
9915,D24956,2019-05-09,S16388,南区,湖南,怀化市,X003,1129,168.0,189672.0,2019,5,护肤品,面膜
9916,D27453,2019-02-14,S10972,南区,福建,泉州市,X020,884,100.0,88400.0,2019,2,护肤品,眼霜
9917,D32979,2019-06-18,S23045,南区,湖南,永州市,X056,326,233.0,75958.0,2019,6,护肤品,爽肤水
9918,D26430,2019-02-13,S11101,北区,山西,忻州市,X046,960,241.0,231360.0,2019,2,护肤品,洁面乳
9919,D21749,2019-05-06,S12621,西区,陕西,西安市,X070,778,242.0,188276.0,2019,5,护肤品,防晒霜
9920,D28903,2019-07-29,S17044,东区,江苏,扬州市,X041,549,212.0,116388.0,2019,7,护肤品,洁面乳
9921,D26179,2019-07-20,S13711,西区,四川,眉山市,X030,1237,237.0,293169.0,2019,7,护肤品,面霜
9922,D21136,2019-05-02,S17261,北区,辽宁,辽阳市,X078,1195,116.0,138620.0,2019,5,彩妆,口红
9923,D25466,2019-04-11,S22854,东区,江苏,苏州市,X024,1031,235.0,242285.0,2019,4,护肤品,眼霜
9924,D32365,2019-05-01,S10427,东区,安徽,合肥市,X070,1341,242.0,324522.0,2019,5,护肤品,防晒霜
9925,D32585,2019-01-12,S10648,东区,浙江,杭州市,X062,876,239.0,209364.0,2019,1,护肤品,隔离霜
9926,D26376,2019-06-08,S17092,南区,广东,深圳市,X048,282,61.0,17202.0,2019,6,护肤品,爽肤水
9927,D22074,2019-04-13,S13810,东区,湖北,襄阳市,X021,637,59.0,37583.0,2019,4,护肤品,眼霜
9928,D23416,2019-05-10,S17824,北区,河南,信阳市,X023,442,235.0,103870.0,2019,5,护肤品,眼霜
9929,D21943,2019-05-26,S12471,东区,安徽,合肥市,X015,1119,151.0,168969.0,2019,5,护肤品,面膜
9930,D31374,2019-08-22,S21980,北区,河南,郑州市,X045,846,205.0,173430.0,2019,8,护肤品,洁面乳
9931,D25311,2019-06-09,S17280,西区,重庆,重庆市,X020,210,100.0,21000.0,2019,6,护肤品,眼霜
9932,D22484,2019-06-17,S10860,南区,福建,泉州市,X047,831,192.0,159552.0,2019,6,护肤品,爽肤水
9933,D31306,2019-07-08,S22693,西区,四川,德阳市,X062,8,239.0,1912.0,2019,7,护肤品,隔离霜
9934,D21847,2019-01-02,S11021,西区,贵州,贵阳市,X049,976,226.0,220576.0,2019,1,护肤品,爽肤水
9935,D21261,2019-06-02,S12871,东区,安徽,安庆市,X047,1938,192.0,372096.0,2019,6,护肤品,爽肤水
9936,D30710,2019-05-29,S21747,南区,广东,深圳市,X075,707,126.0,89082.0,2019,5,护肤品,防晒霜
9937,D25539,2019-06-02,S21503,南区,广西,钦州市,X065,162,140.0,22680.0,2019,6,护肤品,隔离霜
9938,D31940,2019-04-01,S11506,南区,广东,珠海市,X079,1178,128.0,150784.0,2019,4,彩妆,口红
9939,D24350,2019-07-26,S17602,北区,山东,枣庄市,X007,876,213.0,186588.0,2019,7,护肤品,面膜
9940,D21876,2019-05-24,S18197,东区,江苏,徐州市,X036,581,99.0,57519.0,2019,5,护肤品,面霜
9941,D32394,2019-02-14,S11368,东区,浙江,杭州市,X034,1298,182.0,236236.0,2019,2,护肤品,面霜
9942,D22893,2019-01-21,S21677,北区,山东,临沂市,X015,1161,151.0,175311.0,2019,1,护肤品,面膜
9943,D34085,2019-06-05,S10451,东区,江苏,泰州市,X018,1530,212.0,324360.0,2019,6,护肤品,眼霜
9944,D21280,2019-05-13,S20933,东区,江苏,宿迁市,X015,993,151.0,149943.0,2019,5,护肤品,面膜
9945,D28038,2019-05-22,S10575,西区,云南,昆明市,X080,837,72.0,60264.0,2019,5,彩妆,口红
9946,D23292,2019-07-03,S15128,东区,江苏,南通市,X033,818,177.0,144786.0,2019,7,护肤品,面霜
9947,D31313,2019-05-16,S22796,东区,浙江,台州市,X085,488,233.0,113704.0,2019,5,彩妆,口红
9948,D29295,2019-09-12,S13244,东区,安徽,黄山市,X064,404,150.0,60600.0,2019,9,护肤品,隔离霜
9949,D25340,2019-04-15,S14854,东区,浙江,嘉兴市,X108,705,223.0,157215.0,2019,4,彩妆,睫毛膏
9950,D28263,2019-04-07,S13020,南区,湖南,岳阳市,X045,273,205.0,55965.0,2019,4,护肤品,洁面乳
9951,D27924,2019-03-30,S14821,东区,江苏,扬州市,X077,1332,247.0,329004.0,2019,3,彩妆,口红
9952,D33480,2019-09-19,S17133,东区,江苏,宿迁市,X019,198,210.0,41580.0,2019,9,护肤品,眼霜
9953,D22761,2019-08-21,S14760,东区,浙江,宁波市,X024,719,235.0,168965.0,2019,8,护肤品,眼霜
9954,D28971,2019-09-10,S20281,西区,云南,临沧市,X056,303,233.0,70599.0,2019,9,护肤品,爽肤水
9955,D27882,2019-04-19,S17936,西区,陕西,宝鸡市,X018,1027,212.0,217724.0,2019,4,护肤品,眼霜
9956,D21675,2019-03-25,S17365,南区,湖南,湘潭市,X094,1054,94.0,99076.0,2019,3,彩妆,粉底
9957,D26370,2019-06-13,S14421,西区,重庆,重庆市,X092,535,67.0,35845.0,2019,6,彩妆,粉底
9958,D31632,2019-06-03,S16915,北区,河北,廊坊市,X082,1406,118.0,165908.0,2019,6,彩妆,口红
9959,D24360,2019-07-04,S18979,东区,浙江,宁波市,X067,1273,212.0,269876.0,2019,7,护肤品,隔离霜
9960,D23039,2019-09-30,S20286,东区,安徽,合肥市,X008,307,119.0,36533.0,2019,9,护肤品,面膜
9961,D21250,2019-05-09,S17812,北区,山西,长治市,X067,1766,212.0,374392.0,2019,5,护肤品,隔离霜
9962,D23727,2019-04-29,S15969,西区,陕西,西安市,X110,1197,204.0,244188.0,2019,4,彩妆,睫毛膏
9963,D23356,2019-02-18,S10430,北区,河北,保定市,X008,426,119.0,50694.0,2019,2,护肤品,面膜
9964,D25283,2019-05-01,S14313,北区,河南,漯河市,X061,1064,203.0,215992.0,2019,5,护肤品,隔离霜
9965,D27873,2019-04-05,S18090,南区,广西,柳州市,X010,2184,58.0,126672.0,2019,4,护肤品,面膜
9966,D21799,2019-03-20,S20935,东区,江苏,宿迁市,X016,416,99.0,41184.0,2019,3,护肤品,面膜
9967,D21168,2019-09-03,S20114,北区,黑龙江,哈尔滨市,X008,1952,119.0,232288.0,2019,9,护肤品,面膜
9968,D23539,2019-01-14,S13157,西区,云南,德宏傣族景颇族自治州,X005,663,185.0,122655.0,2019,1,护肤品,面膜
9969,D31440,2019-06-11,S15865,东区,湖北,孝感市,X050,393,143.0,56199.0,2019,6,护肤品,爽肤水
9970,D31825,2019-08-24,S21043,北区,天津,天津市,X026,29,101.0,2929.0,2019,8,护肤品,面霜
9971,D21648,2019-03-20,S19426,南区,福建,福州市,X002,898,141.0,126618.0,2019,3,护肤品,面膜
9972,D32335,2019-06-24,S20878,南区,海南,海南省直辖,X014,32,86.0,2752.0,2019,6,护肤品,面膜
9973,D28179,2019-08-20,S18606,南区,江西,上饶市,X043,1068,186.0,198648.0,2019,8,护肤品,洁面乳
9974,D33630,2019-02-20,S15085,南区,广东,深圳市,X036,1515,99.0,149985.0,2019,2,护肤品,面霜
9975,D31794,2019-01-04,S21738,东区,上海,上海市,X068,570,225.0,128250.0,2019,1,护肤品,防晒霜
9976,D30159,2019-04-30,S18419,东区,江苏,宿迁市,X038,1727,102.0,176154.0,2019,4,护肤品,面霜
9977,D21136,2019-05-02,S17261,北区,辽宁,辽阳市,X064,1314,150.0,197100.0,2019,5,护肤品,隔离霜
9978,D26028,2019-07-13,S15878,北区,北京,北京市,X022,1317,158.0,208086.0,2019,7,护肤品,眼霜
9979,D22243,2019-05-15,S17864,东区,浙江,温州市,X103,2092,202.0,422584.0,2019,5,彩妆,睫毛膏
9980,D32721,2019-01-10,S12498,西区,四川,广元市,X046,300,241.0,72300.0,2019,1,护肤品,洁面乳
9981,D30885,2019-05-20,S13257,南区,福建,泉州市,X008,511,119.0,60809.0,2019,5,护肤品,面膜
9982,D24931,2019-06-16,S11334,北区,吉林,四平市,X065,1212,140.0,169680.0,2019,6,护肤品,隔离霜
9983,D26424,2019-09-13,S18666,南区,广东,云浮市,X048,277,61.0,16897.0,2019,9,护肤品,爽肤水
9984,D21377,2019-09-28,S10710,西区,陕西,安康市,X040,169,142.0,23998.0,2019,9,护肤品,面霜
9985,D32441,2019-07-26,S10781,西区,甘肃,武威市,X104,734,185.0,135790.0,2019,7,彩妆,睫毛膏
9986,D34321,2019-01-26,S14823,东区,江苏,泰州市,X008,726,119.0,86394.0,2019,1,护肤品,面膜
9987,D24913,2019-05-15,S11188,南区,江西,新余市,X021,347,59.0,20473.0,2019,5,护肤品,眼霜
9988,D31973,2019-08-15,S18606,南区,江西,上饶市,X030,255,237.0,60435.0,2019,8,护肤品,面霜
9989,D22148,2019-07-17,S15553,西区,四川,绵阳市,X038,492,102.0,50184.0,2019,7,护肤品,面霜
9990,D28575,2019-09-24,S20935,东区,江苏,宿迁市,X088,861,125.0,107625.0,2019,9,彩妆,粉底
9991,D29566,2019-01-11,S17820,西区,重庆,重庆市,X024,2037,235.0,478695.0,2019,1,护肤品,眼霜
9992,D28536,2019-08-18,S16292,北区,山西,运城市,X049,427,226.0,96502.0,2019,8,护肤品,爽肤水
9993,D22707,2019-04-15,S23019,东区,浙江,宁波市,X057,483,245.0,118335.0,2019,4,护肤品,爽肤水
9994,D22557,2019-09-09,S19040,南区,广东,广州市,X038,616,102.0,62832.0,2019,9,护肤品,面霜
9995,D24064,2019-08-05,S14335,东区,浙江,宁波市,X023,355,235.0,83425.0,2019,8,护肤品,眼霜
9996,D25830,2019-08-06,S16825,南区,广东,广州市,X050,1199,143.0,171457.0,2019,8,护肤品,爽肤水
9997,D23347,2019-01-25,S19409,南区,广东,广州市,X064,403,150.0,60450.0,2019,1,护肤品,隔离霜
9998,D30063,2019-09-13,S16124,西区,陕西,宝鸡市,X001,334,121.0,40414.0,2019,9,护肤品,面膜
9999,D30058,2019-07-27,S20083,东区,安徽,宿州市,X075,472,126.0,59472.0,2019,7,护肤品,防晒霜
10000,D26159,2019-04-27,S10710,西区,陕西,安康市,X010,1604,58.0,93032.0,2019,4,护肤品,面膜
10001,D25246,2019-05-25,S18606,南区,江西,上饶市,X035,556,76.0,42256.0,2019,5,护肤品,面霜
10002,D23409,2019-04-11,S20933,东区,江苏,宿迁市,X012,571,252.0,143892.0,2019,4,护肤品,面膜
10003,D24735,2019-07-20,S17044,东区,江苏,扬州市,X064,1315,150.0,197250.0,2019,7,护肤品,隔离霜
10004,D33500,2019-03-28,S20442,南区,广东,江门市,X088,1320,125.0,165000.0,2019,3,彩妆,粉底
10005,D30401,2019-01-31,S13780,南区,广东,江门市,X049,855,226.0,193230.0,2019,1,护肤品,爽肤水
10006,D26561,2019-08-08,S10604,西区,四川,南充市,X036,748,99.0,74052.0,2019,8,护肤品,面霜
10007,D33689,2019-06-07,S16830,东区,安徽,宣城市,X019,926,210.0,194460.0,2019,6,护肤品,眼霜
10008,D25365,2019-08-10,S17063,东区,湖北,武汉市,X060,828,102.0,84456.0,2019,8,护肤品,隔离霜
10009,D27555,2019-07-07,S19493,南区,广西,南宁市,X065,423,140.0,59220.0,2019,7,护肤品,隔离霜
10010,D33729,2019-08-06,S10915,东区,安徽,六安市,X037,783,195.0,152685.0,2019,8,护肤品,面霜
10011,D33591,2019-09-26,S17021,东区,上海,上海市,X080,497,72.0,35784.0,2019,9,彩妆,口红
10012,D24863,2019-04-04,S21036,西区,云南,昭通市,X013,645,164.0,105780.0,2019,4,护肤品,面膜
10013,D24672,2019-04-16,S22963,东区,湖北,孝感市,X091,714,214.0,152796.0,2019,4,彩妆,粉底
10014,D31421,2019-01-15,S14412,南区,广西,玉林市,X008,840,119.0,99960.0,2019,1,护肤品,面膜
10015,D26502,2019-06-03,S15310,南区,福建,泉州市,X019,614,210.0,128940.0,2019,6,护肤品,眼霜
10016,D23999,2019-04-17,S16130,东区,江苏,南通市,X030,1221,237.0,289377.0,2019,4,护肤品,面霜
10017,D23635,2019-07-28,S10996,东区,浙江,宁波市,X075,844,126.0,106344.0,2019,7,护肤品,防晒霜
10018,D29991,2019-01-23,S11708,南区,广东,汕头市,X031,650,86.0,55900.0,2019,1,护肤品,面霜
10019,D25244,2019-05-22,S15527,北区,河南,洛阳市,X004,1522,211.0,321142.0,2019,5,护肤品,面膜
10020,D22624,2019-05-18,S14453,东区,江苏,无锡市,X057,711,245.0,174195.0,2019,5,护肤品,爽肤水
10021,D29847,2019-08-09,S19086,南区,福建,龙岩市,X035,1758,76.0,133608.0,2019,8,护肤品,面霜
10022,D31653,2019-05-08,S14362,东区,江苏,苏州市,X088,66,125.0,8250.0,2019,5,彩妆,粉底
10023,D30947,2019-05-05,S18090,南区,广西,柳州市,X011,566,226.0,127916.0,2019,5,护肤品,面膜
10024,D24732,2019-03-25,S12385,南区,广东,广州市,X011,915,226.0,206790.0,2019,3,护肤品,面膜
10025,D21945,2019-08-03,S16170,南区,福建,泉州市,X057,575,245.0,140875.0,2019,8,护肤品,爽肤水
10026,D25004,2019-03-27,S14775,南区,广东,深圳市,X014,1395,86.0,119970.0,2019,3,护肤品,面膜
10027,D30235,2019-04-13,S10058,东区,江苏,常州市,X057,1358,245.0,332710.0,2019,4,护肤品,爽肤水
10028,D27227,2019-09-16,S21521,东区,上海,上海市,X041,1004,212.0,212848.0,2019,9,护肤品,洁面乳
10029,D21872,2019-08-11,S20643,北区,河北,廊坊市,X035,323,76.0,24548.0,2019,8,护肤品,面霜
10030,D26907,2019-03-01,S23312,东区,江苏,徐州市,X002,912,141.0,128592.0,2019,3,护肤品,面膜
10031,D24596,2019-06-15,S19840,西区,云南,德宏傣族景颇族自治州,X011,655,226.0,148030.0,2019,6,护肤品,面膜
10032,D22273,2019-08-05,S17057,南区,福建,泉州市,X031,1073,86.0,92278.0,2019,8,护肤品,面霜
10033,D33325,2019-05-24,S16915,北区,河北,廊坊市,X077,1077,247.0,266019.0,2019,5,彩妆,口红
10034,D27011,2019-07-30,S20189,东区,浙江,杭州市,X019,1309,210.0,274890.0,2019,7,护肤品,眼霜
10035,D32126,2019-08-14,S20176,南区,江西,萍乡市,X050,776,143.0,110968.0,2019,8,护肤品,爽肤水
10036,D31561,2019-04-25,S10469,东区,安徽,淮南市,X032,1636,158.0,258488.0,2019,4,护肤品,面霜
10037,D29123,2019-03-12,S11506,南区,广东,珠海市,X071,755,253.0,191015.0,2019,3,护肤品,防晒霜
10038,D31545,2019-06-16,S21335,南区,湖南,衡阳市,X079,979,128.0,125312.0,2019,6,彩妆,口红
